id_loja,cod,varejista,tipo,cep,lat_long,nl,uf
262,91158567843160726,RETAILER 1,STORE TYPE 15,38751,"33.45,-90.69",Farmácia do Povo,MA
263,91238726691427893,RETAILER 6,STORE TYPE 23,55066,"44.51,-92.54",Farmácia Boa Saúde,PI
264,91275359037737007,RETAILER 6,STORE TYPE 23,3106,"43.08,-71.45",Farmácia São João,ES
265,91353783634857854,RETAILER 1,STORE TYPE 24,28601,"35.77,-81.33",Farmácia TopSaúde,PI
266,92522783202727758,RETAILER 1,STORE TYPE 24,28138,"35.51,-80.44",Drogaria Brasil,SC
267,93168701367667445,RETAILER 6,STORE TYPE 23,42754,"37.47,-86.32",Drogaria Esperança,RO
268,93277657246142622,RETAILER 1,STORE TYPE 24,87401,"36.74,-108.18",Drogaria Popular,CE
269,93353300407027297,RETAILER 1,STORE TYPE 24,28393,"34.98,-78.19",Farmácia TopSaúde,SP
270,94637060348078398,RETAILER 7,STORE TYPE 20,97224,"45.41,-122.80",Drogaria Central,MG
271,94732760656889308,RETAILER 6,STORE TYPE 23,61550,"40.61,-89.44",Farmácia Confiança,AC
272,95072294264974225,RETAILER 1,STORE TYPE 24,92544,"33.65,-116.90",Drogaria Popular,AM
273,95377583699853621,RETAILER 4,STORE TYPE 14,46805,"41.10,-85.12",Drogaria Popular,SP
274,95625117748915000,RETAILER 6,STORE TYPE 23,77023,"29.72,-95.32",Farmácia Bem Estar,CE
275,95975556944139858,RETAILER 4,STORE TYPE 14,76177,"32.98,-97.31",Drogaria Saúde,RN
276,96230828994331874,RETAILER 1,STORE TYPE 24,61256,"41.55,-90.41",Drogaria Esperança,PI
277,96505611322179170,RETAILER 6,STORE TYPE 23,65340,"39.09,-93.18",Drogaria Viva,AC
278,96589515436437846,RETAILER 1,STORE TYPE 24,49002,"42.20,-85.56",Farmácia São João,AL
279,96599965553609231,RETAILER 1,STORE TYPE 24,32331,"30.44,-83.64",Drogaria Brasil,MT
280,97088487180946697,RETAILER 1,STORE TYPE 24,42171,"37.04,-86.17",Farmácia Confiança,GO
281,97509400751488726,RETAILER 1,STORE TYPE 24,73860,"36.54,-98.84",Drogaria Viva,SC
282,98462273208021314,RETAILER 4,STORE TYPE 14,30307,"33.77,-84.33",Farmácia Bem Estar,SC
283,98550980924323756,RETAILER 1,STORE TYPE 24,54558,"45.93,-89.50",Drogaria Mais Saúde,TO
284,98805781290250201,RETAILER 1,STORE TYPE 18,38374,"35.51,-88.23",Farmácia Confiança,PI
285,98977634901323007,RETAILER 1,STORE TYPE 24,75069,"33.18,-96.59",Drogaria Mais Saúde,DF
286,99702526874715200,RETAILER 1,STORE TYPE 24,60096,"42.48,-87.82",Drogaria Moderna,MS
287,100621398372587427,RETAILER 1,STORE TYPE 24,77328,"30.39,-95.19",Farmácia do Povo,AP
288,100807862867147141,RETAILER 1,STORE TYPE 24,74801,"35.32,-96.97",Drogaria Moderna,RR
289,100834225468437207,RETAILER 4,STORE TYPE 14,52404,"41.92,-91.70",Farmácia TopSaúde,MG
290,101113348452118134,RETAILER 1,STORE TYPE 24,35555,"33.66,-87.82",Farmácia Boa Saúde,MG
291,101177167302592072,RETAILER 6,STORE TYPE 23,78130,"29.69,-98.07",Drogaria Popular,SP
292,101386362265195285,RETAILER 7,STORE TYPE 20,85204,"33.40,-111.79",Farmácia Boa Saúde,AP
293,101543849498530390,RETAILER 1,STORE TYPE 24,39747,"33.41,-89.55",Farmácia São João,GO
294,101670818932285244,RETAILER 1,STORE TYPE 18,8701,"40.08,-74.20",Farmácia Bem Estar,DF
295,101948021848355457,RETAILER 6,STORE TYPE 23,30143,"34.46,-84.43",Drogaria Moderna,RO
296,101989086813010234,RETAILER 4,STORE TYPE 14,33143,"25.70,-80.30",Farmácia Bem Estar,TO
297,102417361088891369,RETAILER 6,STORE TYPE 03,73703,"36.43,-97.97",Drogaria Brasil,AM
298,102681988239106353,RETAILER 1,STORE TYPE 15,76645,"32.02,-97.13",Farmácia do Povo,AP
299,102785802152780131,RETAILER 6,STORE TYPE 23,56378,"45.73,-94.99",Drogaria Mais Saúde,PE
300,103985405714365783,RETAILER 1,STORE TYPE 24,63901,"36.76,-90.46",Drogaria Moderna,RR
301,104580428416533733,RETAILER 7,STORE TYPE 20,49202,"42.27,-84.41",Farmácia Bem Estar,MS
302,104874197762493160,RETAILER 1,STORE TYPE 18,31792,"30.77,-84.04",Drogaria Brasil,ES
303,105092597708214995,RETAILER 7,STORE TYPE 20,86314,"34.63,-112.31",Farmácia do Povo,AC
304,105735082773021622,RETAILER 1,STORE TYPE 18,37921,"35.98,-84.00",Drogaria Viva,ES
305,105937873606452819,RETAILER 1,STORE TYPE 24,31763,"31.75,-84.14",Farmácia TopSaúde,PA
306,106701725372469572,RETAILER 1,STORE TYPE 15,39401,"31.23,-89.27",Farmácia Bem Estar,RN
307,106905280375752573,RETAILER 1,STORE TYPE 24,20659,"38.42,-76.73",Drogaria Popular,CE
308,107579505243477442,RETAILER 1,STORE TYPE 18,78801,"29.36,-99.90",Farmácia Bem Estar,TO
309,107949933535236180,RETAILER 1,STORE TYPE 24,65109,"38.57,-92.28",Farmácia Boa Saúde,MT
310,108187012212515959,RETAILER 7,STORE TYPE 20,55109,"45.01,-93.03",Farmácia TopSaúde,MS
311,108224901573868325,RETAILER 1,STORE TYPE 15,92311,"34.98,-116.96",Drogaria Esperança,RO
312,108373695396524463,RETAILER 4,STORE TYPE 14,60018,"41.98,-87.89",Drogaria Saúde,GO
313,108528243243971591,RETAILER 1,STORE TYPE 24,67740,"39.37,-100.37",Drogaria Brasil,RJ
314,108610495287884871,RETAILER 6,STORE TYPE 23,77327,"30.32,-94.92",Farmácia Confiança,PA
315,108736048219666766,RETAILER 6,STORE TYPE 23,66441,"38.97,-96.80",Drogaria Mais Saúde,PA
316,109491158317072599,RETAILER 4,STORE TYPE 14,91411,"34.18,-118.46",Drogaria Central,AL
317,109564412379732407,RETAILER 1,STORE TYPE 24,49437,"43.46,-86.38",Farmácia Econômica,ES
318,110123422325892440,RETAILER 1,STORE TYPE 24,56477,"46.64,-95.00",Drogaria Esperança,MG
319,110492035480420763,RETAILER 6,STORE TYPE 23,32504,"30.47,-87.19",Drogaria Esperança,RO
320,110586856325570730,RETAILER 1,STORE TYPE 24,64133,"39.01,-94.46",Drogaria Viva,RJ
321,110740801564326174,RETAILER 1,STORE TYPE 24,70037,"29.77,-90.08",Drogaria Brasil,RO
322,110776470442601379,RETAILER 1,STORE TYPE 24,40165,"37.97,-85.67",Drogaria Moderna,MG
323,110827841083139729,RETAILER 1,STORE TYPE 18,60915,"41.15,-87.86",Farmácia São João,DF
324,111037914729229462,RETAILER 1,STORE TYPE 24,30263,"33.39,-84.86",Drogaria Popular,SE
325,111561039426729333,RETAILER 1,STORE TYPE 24,36701,"32.48,-87.05",Farmácia Vida+,MA
326,112210622882051946,RETAILER 6,STORE TYPE 23,99352,"46.25,-119.29",Drogaria Mais Saúde,SE
327,112385931162803884,RETAILER 1,STORE TYPE 24,62207,"38.58,-90.12",Drogaria Viva,PB
328,112470332342798556,RETAILER 1,STORE TYPE 24,15943,"40.47,-78.84",Farmácia Vida+,TO
329,112570802925913685,RETAILER 1,STORE TYPE 18,77346,"29.99,-95.18",Drogaria Esperança,PE
330,112912697258458136,RETAILER 1,STORE TYPE 24,23347,"37.34,-75.98",Farmácia Boa Saúde,PB
331,113035749682933995,RETAILER 1,STORE TYPE 18,44683,"40.36,-81.33",Farmácia Econômica,AP
332,113153272280656335,RETAILER 4,STORE TYPE 14,91942,"32.78,-117.02",Farmácia TopSaúde,AM
333,113234346191021833,RETAILER 1,STORE TYPE 18,65672,"36.56,-93.22",Farmácia São João,PI
334,113309447555466490,RETAILER 6,STORE TYPE 23,81052,"37.92,-102.64",Farmácia Econômica,AC
335,113512172989108965,RETAILER 1,STORE TYPE 24,23430,"37.00,-76.66",Drogaria Moderna,MS
336,113733812061124612,RETAILER 4,STORE TYPE 14,95124,"37.26,-121.92",Drogaria Esperança,PR
337,113908640762939685,RETAILER 7,STORE TYPE 20,11901,"40.93,-72.65",Farmácia Vida+,RO
338,114432283437182503,RETAILER 1,STORE TYPE 24,4351,"44.34,-69.86",Drogaria Mais Saúde,AP
339,114449849852738389,RETAILER 1,STORE TYPE 24,53121,"42.72,-88.53",Drogaria Saúde,DF
340,115357265285067002,RETAILER 7,STORE TYPE 20,99324,"46.04,-118.39",Farmácia Econômica,PA
341,119653127421457271,RETAILER 6,STORE TYPE 23,70526,"30.21,-92.38",Drogaria Moderna,PE
342,120927391666269742,RETAILER 1,STORE TYPE 24,34436,"28.72,-82.30",Farmácia Econômica,DF
343,121844939506279858,RETAILER 1,STORE TYPE 24,35136,"32.88,-86.29",Drogaria Central,AP
344,121846179249204416,RETAILER 6,STORE TYPE 03,36870,"32.48,-85.12",Farmácia Boa Saúde,CE
345,122112115452577558,RETAILER 1,STORE TYPE 24,86409,"35.46,-114.02",Farmácia do Povo,AM
346,122183948303612404,RETAILER 1,STORE TYPE 24,49010,"42.53,-85.87",Farmácia Confiança,PI
347,122628415289036974,RETAILER 6,STORE TYPE 16,94577,"37.71,-122.17",Farmácia TopSaúde,BA
348,122944546656291447,RETAILER 1,STORE TYPE 24,32726,"28.86,-81.68",Farmácia Vida+,SP
349,123999775029951024,RETAILER 1,STORE TYPE 24,36376,"31.25,-85.27",Farmácia Bem Estar,AL
350,125065955244603475,RETAILER 1,STORE TYPE 24,73768,"36.35,-98.29",Drogaria Moderna,SP
351,125413657328995932,RETAILER 1,STORE TYPE 24,18343,"40.89,-75.11",Farmácia Econômica,PI
352,125576480720599203,RETAILER 6,STORE TYPE 23,33177,"25.60,-80.40",Farmácia TopSaúde,MT
353,126560328944648530,RETAILER 1,STORE TYPE 24,72143,"35.23,-91.74",Farmácia TopSaúde,GO
354,126729470832984447,RETAILER 1,STORE TYPE 24,19330,"39.87,-75.91",Farmácia Econômica,RN
355,127157018044732640,RETAILER 1,STORE TYPE 15,76058,"32.47,-97.42",Drogaria Viva,CE
356,128154333154873924,RETAILER 1,STORE TYPE 24,73092,"35.12,-98.10",Farmácia Econômica,RO
357,128481445029863906,RETAILER 6,STORE TYPE 23,85305,"33.53,-112.26",Farmácia Boa Saúde,AM
358,128716796099634707,RETAILER 6,STORE TYPE 23,48312,"42.56,-83.01",Drogaria Saúde,RJ
359,128793614319672755,RETAILER 1,STORE TYPE 24,35111,"33.28,-87.09",Farmácia Vida+,MA
360,130481323327237513,RETAILER 7,STORE TYPE 20,48183,"42.13,-83.22",Farmácia Confiança,CE
361,130541171254646845,RETAILER 6,STORE TYPE 23,77081,"29.71,-95.48",Drogaria Central,DF
362,130631009604540791,RETAILER 7,STORE TYPE 20,93277,"36.30,-119.37",Farmácia Vida+,RS
363,130870133669211110,RETAILER 4,STORE TYPE 14,44094,"41.61,-81.38",Farmácia São João,ES
364,131062819578113155,RETAILER 6,STORE TYPE 23,45840,"41.03,-83.65",Drogaria Saúde,DF
365,131969709308901331,RETAILER 6,STORE TYPE 23,76051,"32.93,-97.07",Drogaria Central,PI
366,132106932785592960,RETAILER 6,STORE TYPE 23,57301,"43.71,-98.05",Drogaria Esperança,AM
367,132224575030399788,RETAILER 6,STORE TYPE 23,32225,"30.36,-81.51",Farmácia Vida+,DF
368,132420719433159079,RETAILER 7,STORE TYPE 20,28031,"35.47,-80.90",Drogaria Viva,AC
369,132426071588525797,RETAILER 6,STORE TYPE 23,60174,"41.93,-88.30",Drogaria Viva,AM
370,132633598128428190,RETAILER 6,STORE TYPE 23,40484,"37.52,-84.67",Drogaria Brasil,RS
371,132753258849006703,RETAILER 4,STORE TYPE 14,85302,"33.57,-112.18",Farmácia do Povo,MG
372,133149122261575196,RETAILER 1,STORE TYPE 24,32609,"29.77,-82.28",Farmácia São João,AP
373,134107371333274712,RETAILER 1,STORE TYPE 24,36535,"30.38,-87.73",Farmácia Vida+,GO
374,134974093476032674,RETAILER 1,STORE TYPE 24,43952,"40.41,-80.67",Drogaria Brasil,PE
375,135244869963919015,RETAILER 1,STORE TYPE 24,76389,"33.51,-98.46",Drogaria Brasil,RO
376,135598255435528784,RETAILER 1,STORE TYPE 18,33033,"25.48,-80.41",Drogaria Central,RJ
377,136168225348976982,RETAILER 1,STORE TYPE 24,72450,"36.08,-90.52",Farmácia Vida+,RO
378,136545018822366302,RETAILER 4,STORE TYPE 14,99515,"61.12,-149.89",Drogaria Central,MA
379,136592402568057376,RETAILER 1,STORE TYPE 24,96002,"40.53,-122.32",Drogaria Esperança,RO
380,137071228918119718,RETAILER 1,STORE TYPE 24,28792,"35.38,-82.37",Drogaria Brasil,SE
381,137430814818305224,RETAILER 6,STORE TYPE 23,98270,"48.06,-122.15",Drogaria Mais Saúde,PB
382,137474824222052826,RETAILER 6,STORE TYPE 23,44074,"41.29,-82.23",Farmácia Vida+,ES
383,137553323448499564,RETAILER 6,STORE TYPE 23,95678,"38.76,-121.29",Drogaria Viva,PE
384,138244243103602794,RETAILER 1,STORE TYPE 24,34471,"29.16,-82.13",Farmácia Bem Estar,RO
385,138468186429125413,RETAILER 6,STORE TYPE 23,20175,"39.06,-77.60",Drogaria Esperança,DF
386,138605162420819188,RETAILER 1,STORE TYPE 24,49090,"42.41,-86.21",Farmácia Vida+,MA
387,138739921853823520,RETAILER 6,STORE TYPE 23,42276,"36.86,-86.88",Farmácia do Povo,MG
388,139742365020378248,RETAILER 1,STORE TYPE 24,75103,"32.52,-95.88",Farmácia Bem Estar,MG
389,140212335492192772,RETAILER 1,STORE TYPE 29,62301,"39.93,-91.39",Farmácia Boa Saúde,ES
390,140341257400439081,RETAILER 1,STORE TYPE 24,30157,"33.88,-84.87",Drogaria Brasil,PA
391,140638631113615395,RETAILER 1,STORE TYPE 18,14569,"42.74,-78.17",Farmácia do Povo,RJ
392,140877082985480971,RETAILER 1,STORE TYPE 15,54646,"44.11,-90.10",Farmácia Econômica,TO
393,141118080121510582,RETAILER 1,STORE TYPE 24,61270,"41.83,-89.96",Farmácia Vida+,PB
394,141258103825336043,RETAILER 1,STORE TYPE 18,48312,"42.56,-83.01",Drogaria Viva,AM
395,141364801823090865,RETAILER 1,STORE TYPE 24,34434,"29.00,-82.44",Drogaria Esperança,RS
396,142382377882152653,RETAILER 1,STORE TYPE 18,70538,"29.62,-91.55",Drogaria Saúde,SE
397,142403627591359743,RETAILER 4,STORE TYPE 14,4086,"43.96,-69.96",Farmácia Vida+,CE
398,143509322356076970,RETAILER 4,STORE TYPE 14,61265,"41.48,-90.49",Farmácia Vida+,MG
399,143633279122678697,RETAILER 7,STORE TYPE 20,20165,"39.06,-77.39",Farmácia do Povo,DF
400,144194944418230368,RETAILER 4,STORE TYPE 14,99352,"46.25,-119.29",Drogaria Viva,PE
401,145225265838210975,RETAILER 1,STORE TYPE 24,38611,"34.86,-89.68",Farmácia do Povo,PB
402,145482233236498558,RETAILER 1,STORE TYPE 24,70438,"30.85,-90.11",Farmácia Econômica,SE
403,145580064548554351,RETAILER 6,STORE TYPE 23,62568,"39.56,-89.29",Farmácia São João,PI
404,146288014460298239,RETAILER 1,STORE TYPE 24,43031,"40.16,-82.67",Drogaria Moderna,RS
405,146356231555308788,RETAILER 1,STORE TYPE 24,39648,"31.19,-90.38",Farmácia São João,SC
406,146697662166716231,RETAILER 1,STORE TYPE 24,78242,"29.35,-98.61",Drogaria Saúde,MT
407,146819652575576559,RETAILER 1,STORE TYPE 24,65620,"37.03,-92.95",Farmácia Econômica,RO
408,147248023440417961,RETAILER 6,STORE TYPE 23,95670,"38.60,-121.28",Drogaria Saúde,PA
409,147381212910662081,RETAILER 7,STORE TYPE 20,30643,"34.36,-82.91",Farmácia Confiança,BA
410,148864480952713304,RETAILER 6,STORE TYPE 23,42445,"37.13,-87.85",Farmácia Confiança,AM
411,148907673461780998,RETAILER 1,STORE TYPE 18,13617,"44.58,-75.14",Drogaria Viva,PE
412,149468730254294681,RETAILER 6,STORE TYPE 16,60164,"41.92,-87.90",Drogaria Mais Saúde,RO
413,149692892937079657,RETAILER 6,STORE TYPE 23,84032,"40.24,-111.12",Drogaria Viva,SP
414,150127344748734791,RETAILER 6,STORE TYPE 23,78861,"29.43,-99.15",Drogaria Mais Saúde,AP
415,150650813915204198,RETAILER 6,STORE TYPE 16,19022,"39.86,-75.34",Drogaria Central,BA
416,151005805430966143,RETAILER 7,STORE TYPE 20,30144,"34.04,-84.59",Farmácia São João,AL
417,151705780790407480,RETAILER 1,STORE TYPE 24,65714,"37.04,-93.32",Farmácia São João,RR
418,151982385682186119,RETAILER 1,STORE TYPE 24,42041,"36.55,-88.88",Drogaria Popular,ES
419,152063140524423217,RETAILER 1,STORE TYPE 24,72933,"35.33,-94.01",Farmácia Bem Estar,TO
420,152219133248636802,RETAILER 1,STORE TYPE 24,54847,"46.58,-91.40",Drogaria Central,TO
421,152314589744542690,RETAILER 6,STORE TYPE 23,48723,"43.48,-83.39",Farmácia TopSaúde,SE
422,152767424229379479,RETAILER 1,STORE TYPE 18,49316,"42.79,-85.55",Drogaria Mais Saúde,RS
423,153683826674535537,RETAILER 7,STORE TYPE 20,19464,"40.26,-75.62",Drogaria Viva,RS
424,154644853528725696,RETAILER 6,STORE TYPE 03,32224,"30.27,-81.47",Farmácia TopSaúde,PB
425,155157826881476890,RETAILER 6,STORE TYPE 23,91762,"34.06,-117.67",Farmácia São João,RS
426,155318336050119774,RETAILER 1,STORE TYPE 18,33069,"26.24,-80.16",Farmácia Boa Saúde,ES
427,155509443987869643,RETAILER 1,STORE TYPE 18,30318,"33.79,-84.45",Drogaria Central,BA
428,156324176325020957,RETAILER 7,STORE TYPE 20,36303,"31.27,-85.40",Drogaria Popular,MS
429,156675614379388202,RETAILER 1,STORE TYPE 24,54216,"44.44,-87.57",Drogaria Central,PR
430,157200562044132142,RETAILER 1,STORE TYPE 24,38134,"35.17,-89.86",Farmácia Econômica,MT
431,157217244145520952,RETAILER 1,STORE TYPE 24,53128,"42.53,-88.33",Farmácia São João,RN
432,157654569409200601,RETAILER 6,STORE TYPE 03,67217,"37.62,-97.36",Farmácia São João,MS
433,157817832031025238,RETAILER 1,STORE TYPE 24,48461,"43.19,-83.21",Drogaria Esperança,MS
434,157910679868419585,RETAILER 4,STORE TYPE 14,48336,"42.46,-83.35",Farmácia Vida+,AM
435,157936405043753845,RETAILER 1,STORE TYPE 24,93560,"34.87,-118.34",Drogaria Esperança,RN
436,158090837976242489,RETAILER 1,STORE TYPE 24,37130,"35.88,-86.32",Drogaria Popular,AM
437,158399434683174366,RETAILER 1,STORE TYPE 24,71003,"32.63,-93.03",Drogaria Mais Saúde,AP
438,158465171294246405,RETAILER 1,STORE TYPE 18,53149,"42.88,-88.34",Farmácia do Povo,BA
439,158639913165692712,RETAILER 1,STORE TYPE 18,44095,"41.65,-81.44",Farmácia Confiança,MG
440,158992446750912027,RETAILER 6,STORE TYPE 23,72211,"34.75,-92.42",Farmácia Boa Saúde,BA
441,159044052052112831,RETAILER 1,STORE TYPE 24,16666,"40.89,-78.32",Drogaria Esperança,SE
442,159713757176369962,RETAILER 7,STORE TYPE 20,26330,"39.29,-80.22",Farmácia TopSaúde,PE
443,159725141404430993,RETAILER 7,STORE TYPE 20,53711,"43.01,-89.41",Farmácia do Povo,PR
444,159982214444798198,RETAILER 1,STORE TYPE 15,36089,"32.15,-85.70",Drogaria Brasil,AL
445,160385255912098416,RETAILER 6,STORE TYPE 23,28012,"35.21,-81.04",Farmácia Bem Estar,RJ
446,160714624624472929,RETAILER 4,STORE TYPE 14,60107,"42.02,-88.18",Drogaria Brasil,BA
447,161319899909688786,RETAILER 1,STORE TYPE 24,35654,"34.50,-87.63",Farmácia TopSaúde,TO
448,161442522744216269,RETAILER 1,STORE TYPE 15,31535,"31.46,-82.87",Farmácia Confiança,BA
449,161689991128067232,RETAILER 1,STORE TYPE 18,23235,"37.51,-77.56",Farmácia do Povo,SP
450,161856957505670821,RETAILER 1,STORE TYPE 24,55721,"47.22,-93.68",Farmácia do Povo,ES
451,161929514245272059,RETAILER 7,STORE TYPE 20,43615,"41.65,-83.67",Farmácia do Povo,AL
452,162044499811391385,RETAILER 1,STORE TYPE 18,48811,"43.18,-84.85",Drogaria Central,SE
453,162256014562746372,RETAILER 1,STORE TYPE 24,39667,"31.12,-90.13",Farmácia Vida+,AM
454,162485783445747128,RETAILER 4,STORE TYPE 14,1752,"42.35,-71.55",Drogaria Brasil,RJ
455,162753966563476163,RETAILER 4,STORE TYPE 14,98101,"47.61,-122.34",Drogaria Saúde,PB
456,162756042287174634,RETAILER 6,STORE TYPE 16,97086,"45.45,-122.53",Farmácia São João,PI
457,162920141549793968,RETAILER 6,STORE TYPE 23,32763,"28.94,-81.30",Drogaria Brasil,ES
458,163834578151550401,RETAILER 1,STORE TYPE 18,65041,"38.63,-91.49",Farmácia TopSaúde,AL
459,163975339441517145,RETAILER 1,STORE TYPE 24,45506,"39.91,-83.84",Drogaria Mais Saúde,RN
460,164120135352719422,RETAILER 4,STORE TYPE 14,55124,"44.75,-93.20",Drogaria Brasil,SC
461,164144734055764930,RETAILER 1,STORE TYPE 24,37743,"36.07,-82.86",Drogaria Popular,DF
462,164192085524593693,RETAILER 1,STORE TYPE 18,17403,"39.92,-76.71",Drogaria Saúde,DF
463,164530831003090151,RETAILER 1,STORE TYPE 24,75766,"31.94,-95.26",Farmácia São João,BA
464,164777659992889686,RETAILER 1,STORE TYPE 18,28571,"35.07,-76.69",Drogaria Central,RS
465,164792003685436292,RETAILER 6,STORE TYPE 23,38024,"36.04,-89.38",Drogaria Popular,GO
466,164834887025041708,RETAILER 6,STORE TYPE 23,12078,"43.13,-74.34",Farmácia do Povo,MS
467,165137071348744732,RETAILER 1,STORE TYPE 24,29560,"33.83,-79.74",Farmácia Vida+,MT
468,165240490854352488,RETAILER 4,STORE TYPE 14,33306,"26.17,-80.11",Farmácia Vida+,MG
469,165367315568963984,RETAILER 6,STORE TYPE 23,37188,"36.48,-86.68",Drogaria Central,RN
470,165657830981515653,RETAILER 1,STORE TYPE 18,44446,"41.19,-80.75",Drogaria Popular,CE
471,166023694981956346,RETAILER 1,STORE TYPE 24,75845,"31.09,-95.08",Drogaria Brasil,MA
472,166065257752824031,RETAILER 7,STORE TYPE 20,55432,"45.10,-93.25",Drogaria Central,MG
473,166091328091786716,RETAILER 1,STORE TYPE 18,62812,"38.00,-88.92",Farmácia Confiança,AL
474,166283245465129377,RETAILER 1,STORE TYPE 18,39451,"31.18,-88.62",Drogaria Popular,DF
475,166489311207136635,RETAILER 7,STORE TYPE 20,6385,"41.36,-72.16",Farmácia Econômica,MA
476,167331915609997761,RETAILER 1,STORE TYPE 24,43457,"41.27,-83.43",Drogaria Viva,RN
477,167375845020049113,RETAILER 6,STORE TYPE 23,33323,"26.15,-80.32",Drogaria Esperança,PA
478,167696621881215545,RETAILER 1,STORE TYPE 24,70529,"30.20,-92.16",Drogaria Popular,AM
479,168090124238120341,RETAILER 1,STORE TYPE 24,24185,"36.81,-80.27",Farmácia São João,BA
480,168248766908938975,RETAILER 6,STORE TYPE 23,53081,"43.71,-87.73",Drogaria Esperança,MA
481,168297584922942792,RETAILER 6,STORE TYPE 23,53147,"42.57,-88.46",Drogaria Brasil,DF
482,168457573589007728,RETAILER 4,STORE TYPE 14,8540,"40.36,-74.66",Drogaria Mais Saúde,SP
483,168707652877258275,RETAILER 1,STORE TYPE 24,76239,"33.50,-97.53",Drogaria Saúde,AC
484,168884421785809209,RETAILER 4,STORE TYPE 14,85226,"33.25,-112.01",Farmácia Econômica,MS
485,169619160020038217,RETAILER 1,STORE TYPE 24,29532,"34.28,-79.87",Farmácia São João,TO
486,169706620105460869,RETAILER 1,STORE TYPE 24,78233,"29.56,-98.36",Drogaria Esperança,AM
487,170109164210914843,RETAILER 7,STORE TYPE 20,12866,"43.07,-73.74",Drogaria Central,MG
488,170786603478939505,RETAILER 1,STORE TYPE 18,21215,"39.35,-76.68",Farmácia do Povo,AM
489,170826189681007967,RETAILER 7,STORE TYPE 20,60085,"42.35,-87.87",Farmácia TopSaúde,AL
490,171073737970957697,RETAILER 6,STORE TYPE 23,85365,"33.11,-114.13",Drogaria Central,RS
491,171220538288524415,RETAILER 1,STORE TYPE 24,32226,"30.48,-81.51",Farmácia TopSaúde,RS
492,171364882859046252,RETAILER 1,STORE TYPE 24,35650,"34.45,-87.31",Drogaria Brasil,BA
493,171711954321050236,RETAILER 1,STORE TYPE 24,17009,"40.64,-77.57",Farmácia do Povo,PI
494,172318106801917457,RETAILER 7,STORE TYPE 20,30642,"33.55,-83.19",Drogaria Mais Saúde,RO
495,172328481909682919,RETAILER 1,STORE TYPE 24,13424,"43.15,-75.37",Farmácia Boa Saúde,PR
496,172330091527912372,RETAILER 1,STORE TYPE 15,50021,"41.72,-93.57",Drogaria Esperança,RN
497,172415974918308400,RETAILER 4,STORE TYPE 14,23188,"37.34,-76.76",Farmácia TopSaúde,AM
498,172605039442527109,RETAILER 6,STORE TYPE 23,55912,"43.68,-92.99",Drogaria Mais Saúde,RJ
499,172791833192510730,RETAILER 7,STORE TYPE 20,80226,"39.71,-105.09",Drogaria Saúde,AC
500,173818667759412633,RETAILER 7,STORE TYPE 20,66048,"39.28,-95.00",Farmácia Confiança,RJ
501,174230234167442243,RETAILER 1,STORE TYPE 24,28401,"34.27,-77.96",Farmácia Boa Saúde,GO
